trial_idx,source_vendor,source_model,source_condition,source_repeat_idx,source_label,source_quote,source_quote_sha1,source_quote_valid,ground_truth,judge_vendor,judge_model,raw_output,verdict,format_valid,supports_label
159,openai,gpt-5.2-2025-12-11,evidence_required,3,BOTH,"""radiation therapy to the primary tumour site plus meta-iodobenzylguanidine avid metastases present before myeloablative therapy""",e9855d32d7ae7db785abe78e7ff0610f27348f3b,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
160,openai,gpt-5.2-2025-12-11,evidence_required,2,METASTATIC,"""women aged 18 years or older with hormone-receptor-positive, HER2-negative metastatic breast cancer that had progressed on previous endocrine therapy""",40c89ddac97d040b0724fb4ed9135a8d69f35e12,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
160,openai,gpt-5.2-2025-12-11,evidence_required,3,METASTATIC,"""women aged 18 years or older with hormone-receptor-positive, HER2-negative metastatic breast cancer that had progressed on previous endocrine therapy""",40c89ddac97d040b0724fb4ed9135a8d69f35e12,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
162,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"Eligible patients had pathologically proven, stage IIIA/N2 non-small-cell lung cancer",802a79a2fe1cc83cabf70393b3d06da18117ee17,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
162,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""Eligible patients had pathologically proven, stage IIIA/N2 non-small-cell lung cancer""",6f72cb8719293462c54d0b73e23deb8569b9bd01,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
163,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""we enrolled patients aged 18-70 years with operable, node positive, early-stage breast cancer""",1c478e87dcc88406a02c20f5e45dd56a4374079e,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
163,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""we enrolled patients aged 18-70 years with operable, node positive, early-stage breast cancer""",1c478e87dcc88406a02c20f5e45dd56a4374079e,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
164,openai,gpt-5.2-2025-12-11,evidence_required,2,METASTATIC,"""patients who have unresectable or metastatic melanoma with a BRAF V600E or V600K mutation""",ddb23a0f0938b5334f19c19f91bf9f16cfc8bde3,False,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
164,openai,gpt-5.2-2025-12-11,evidence_required,3,METASTATIC,"""patients who had unresectable or metastatic melanoma with a BRAF V600E or V600K mutation""",e1bba7b445c37298184b0a7b6cb77e1f1b6c0bf7,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: NOT_SUPPORTED,NOT_SUPPORTED,True,False
166,openai,gpt-5.2-2025-12-11,evidence_required,2,METASTATIC,"""in patients with HER2-positive metastatic breast cancer previously treated with trastuzumab and a taxane.""",b45beb67bce8ffe76caab8a70e4869bd2232efc9,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
166,openai,gpt-5.2-2025-12-11,evidence_required,3,METASTATIC,"""in patients with HER2-positive metastatic breast cancer previously treated with trastuzumab and a taxane.""",b45beb67bce8ffe76caab8a70e4869bd2232efc9,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
167,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""We aimed to assess ipilimumab as adjuvant therapy for patients with completely resected stage III melanoma at high risk of recurrence.""",7ff1dd5d0e8a9fbea59316bbf6ed3cfc766892c3,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
167,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""We aimed to assess ipilimumab as adjuvant therapy for patients with completely resected stage III melanoma at high risk of recurrence.""",7ff1dd5d0e8a9fbea59316bbf6ed3cfc766892c3,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
169,openai,gpt-5.2-2025-12-11,evidence_required,2,METASTATIC,"""We enrolled female patients with HER2-overexpressing metastatic breast cancer""",01dba15b0aceb596bda5edaab77444ee0ddca823,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
169,openai,gpt-5.2-2025-12-11,evidence_required,3,METASTATIC,"""We enrolled female patients with HER2-overexpressing metastatic breast cancer""",01dba15b0aceb596bda5edaab77444ee0ddca823,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
170,openai,gpt-5.2-2025-12-11,evidence_required,2,NEITHER,"""we screened 3100 first-degree relatives of patients with gastric cancer. We randomly assigned 1838 participants with H. pylori infection""",73f79972374e3f2b084c878330b603a157c2eedb,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
170,openai,gpt-5.2-2025-12-11,evidence_required,3,NEITHER,"""we screened 3100 first-degree relatives of patients with gastric cancer. We randomly assigned 1838 participants with H. pylori infection""",73f79972374e3f2b084c878330b603a157c2eedb,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
171,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""hormone-receptor-positive early breast cancer in premenopausal women""",98a5ba5f17b9110f04a2f069c888555be83e8f36,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
171,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""recurrence of hormone-receptor-positive early breast cancer in premenopausal women""",a6d7365e9384eb318b8b4c200674399212017498,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
173,openai,gpt-5.2-2025-12-11,evidence_required,2,METASTATIC,"""enhances tumor response in patients with metastatic NSCLC.""",bdccdcc2c0c155c20ed9f49856df4e4491d2179d,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
173,openai,gpt-5.2-2025-12-11,evidence_required,3,METASTATIC,"""To assess whether stereotactic body radiotherapy on a single tumor site preceding pembrolizumab treatment enhances tumor response in patients with metastatic NSCLC.""",01b26d2df2e2d57be14b279647c3a1ca8a4eaf62,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
174,openai,gpt-5.2-2025-12-11,evidence_required,2,NEITHER,"""170 432 eligible men and women, who had indicated on a previous questionnaire that they would probably attend screening if invited""",374c6ed5f286ec093a811d67ccaf373be9e38969,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
174,openai,gpt-5.2-2025-12-11,evidence_required,3,NEITHER,"""170 432 eligible men and women, who had indicated on a previous questionnaire that they would probably attend screening if invited""",374c6ed5f286ec093a811d67ccaf373be9e38969,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
175,openai,gpt-5.2-2025-12-11,evidence_required,2,BOTH,"""patients with locally advanced or metastatic non-small-cell lung cancer""",92c818e306e91a3da2710903d9574f6827920ace,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
175,openai,gpt-5.2-2025-12-11,evidence_required,3,BOTH,"""We compared gefitinib with docetaxel in patients with locally advanced or metastatic non-small-cell lung cancer""",1ae19e4849f520394d7ce0e7e5dd86a8ddba608d,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
176,openai,gpt-5.2-2025-12-11,evidence_required,2,NEITHER,"""we randomly assigned 76,693 men at 10 U.S. study centers to receive either annual screening (38,343 subjects) or usual care as the control (38,350 subjects).""",58367c66a45cfe1b18d870f213754e26a482f201,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
176,openai,gpt-5.2-2025-12-11,evidence_required,3,NEITHER,"""we randomly assigned 76,693 men at 10 U.S. study centers to receive either annual screening (38,343 subjects) or usual care as the control (38,350 subjects)""",770000892fd7ee126223181170b34b8cde3a4396,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
177,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""in patients with stage III or IVA endometrial carcinoma""",25049fc2def443efb17ffe77da755e6e07b1bba7,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
177,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""patients with stage III or IVA endometrial carcinoma""",65d8b67032e4ffdaaeb25be205b7e6e3a085afaa,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
178,openai,gpt-5.2-2025-12-11,evidence_required,2,BOTH,"""for patients with unresectable or metastatic cholangiocarcinoma with IDH1 mutation""",0caa06b716b45adffc8f3deb9b12b4fe4bda1c67,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
178,openai,gpt-5.2-2025-12-11,evidence_required,3,BOTH,"""patients with unresectable or metastatic cholangiocarcinoma with IDH1 mutation""",ce20f456354b9a522ddb9e03e0fadb605a61a244,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
181,openai,gpt-5.2-2025-12-11,evidence_required,2,METASTATIC,"""had previously untreated recurrent or metastatic nasopharyngeal carcinoma.""",743d0e341ea28c1d9670362b0c6adecb21c9529c,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
181,openai,gpt-5.2-2025-12-11,evidence_required,3,METASTATIC,"""had previously untreated recurrent or metastatic nasopharyngeal carcinoma""",91abde46da8b29dc47ddc94b6d5e595cd01b9f6f,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
182,openai,gpt-5.2-2025-12-11,evidence_required,2,METASTATIC,"""we randomly assigned patients with stage IV or recurrent NSCLC""",d44806a07a0dda22a5893639e1f7bbc4aade300f,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
182,openai,gpt-5.2-2025-12-11,evidence_required,3,METASTATIC,"""we randomly assigned patients with stage IV or recurrent NSCLC""",d44806a07a0dda22a5893639e1f7bbc4aade300f,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
183,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""patients with previously untreated stage II or stage III triple-negative breast cancer""",f725748278e482f51738e0b84dbf4f3ca0fb0824,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
183,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""patients with previously untreated stage II or stage III triple-negative breast cancer""",f725748278e482f51738e0b84dbf4f3ca0fb0824,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
184,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""women with HER2-positive locally advanced or inflammatory breast cancer""",9522ac15bc3bf324d82e62b97e23700b8120a2fc,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
184,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""women with HER2-positive locally advanced or inflammatory breast cancer""",9522ac15bc3bf324d82e62b97e23700b8120a2fc,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
186,openai,gpt-5.2-2025-12-11,evidence_required,2,NEITHER,"""patients with a history of colorectal adenomas""",d88c4488a5a21870904c26faf3c3df13379d9f83,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
186,openai,gpt-5.2-2025-12-11,evidence_required,3,NEITHER,"""patients with a history of colorectal adenomas""",d88c4488a5a21870904c26faf3c3df13379d9f83,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
187,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""had stage III or stage IV disease and no distant metastases""",bceb191387cd62bde07acd11830c4c6b9464abed,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
187,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""had stage III or stage IV disease and no distant metastases""",bceb191387cd62bde07acd11830c4c6b9464abed,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
188,openai,gpt-5.2-2025-12-11,evidence_required,2,METASTATIC,"""among men with metastatic castration-resistant prostate cancer""",97f90d7254165d3ceb68535581bd315cc294b933,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
188,openai,gpt-5.2-2025-12-11,evidence_required,3,METASTATIC,"""among men with metastatic castration-resistant prostate cancer who had qualifying alterations in homologous recombination repair genes""",1e9e8311585edabe46c172095e5871ea096e3629,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
189,openai,gpt-5.2-2025-12-11,evidence_required,2,NEITHER,"""exemestane 25 mg a day for the primary prevention of breast cancer""",e0b645dad4ec20095c75603a4b97ee642abbdc99,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
189,openai,gpt-5.2-2025-12-11,evidence_required,3,NEITHER,"""exemestane 25 mg a day for the primary prevention of breast cancer""",e0b645dad4ec20095c75603a4b97ee642abbdc99,True,NEITHER,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
190,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""premenopausal women with endocrine-receptor-positive early-stage (stage I-II) breast cancer""",8334eaeb86074583ffc59ed701e2958df9a8735c,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
190,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""1803 premenopausal women with endocrine-receptor-positive early-stage (stage I-II) breast cancer""",4299d90c351f4db3a5af8b3a783ff310c85d911f,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
191,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""documented local recurrence after surgery followed by chemotherapy""",403b61665eeee66ab251ed6a89e9f4f19d469416,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
191,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""documented local recurrence after surgery followed by chemotherapy""",403b61665eeee66ab251ed6a89e9f4f19d469416,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
194,openai,gpt-5.2-2025-12-11,evidence_required,2,METASTATIC,"""Patients aged 18 or older with a controlled primary tumour and one to five metastatic lesions""",bd6ba03a86964a041693f9b2f27650ea3710a754,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
194,openai,gpt-5.2-2025-12-11,evidence_required,3,METASTATIC,"""Patients aged 18 or older with a controlled primary tumour and one to five metastatic lesions""",bd6ba03a86964a041693f9b2f27650ea3710a754,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
195,openai,gpt-5.2-2025-12-11,evidence_required,2,BOTH,"""We enrolled adults with stage IIIB or IV squamous cell carcinoma of the lung""",6feeb3bf467f7d4292e3de8de361ec5ed5a73151,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
195,openai,gpt-5.2-2025-12-11,evidence_required,3,BOTH,"""We enrolled adults with stage IIIB or IV squamous cell carcinoma of the lung""",6feeb3bf467f7d4292e3de8de361ec5ed5a73151,True,BOTH,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
196,openai,gpt-5.2-2025-12-11,evidence_required,2,METASTATIC,"""We randomly assigned patients with metastatic breast cancer""",d3b009e709a41c64bb273fe64b92969349640d6b,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
196,openai,gpt-5.2-2025-12-11,evidence_required,3,METASTATIC,"""We randomly assigned patients with metastatic breast cancer who had not received previous chemotherapy or anti-HER2 therapy for their metastatic disease""",a7272820cc6b86c5419969aa71b77026c850799c,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
197,openai,gpt-5.2-2025-12-11,evidence_required,2,METASTATIC,"""Patients aged 18 years and older with metastatic soft-tissue sarcomas""",e17eb61d628f9ff6f98e11266503922cbd02cdbc,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
197,openai,gpt-5.2-2025-12-11,evidence_required,3,METASTATIC,"""Patients aged 18 years and older with metastatic soft-tissue sarcomas""",e17eb61d628f9ff6f98e11266503922cbd02cdbc,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
198,openai,gpt-5.2-2025-12-11,evidence_required,2,LOCALIZED,"""after resection of localised, primary gastrointestinal stromal tumour""",118164528b0984e5ad7e0a28b4b7cce51855afa8,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
198,openai,gpt-5.2-2025-12-11,evidence_required,3,LOCALIZED,"""after resection of localised, primary gastrointestinal stromal tumour""",118164528b0984e5ad7e0a28b4b7cce51855afa8,True,LOCALIZED,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
199,openai,gpt-5.2-2025-12-11,evidence_required,2,METASTATIC,"""men with at least one bone metastasis from castration-resistant prostate cancer""",9ad2ce92b204fec9485ebef3834d8856366cffff,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
199,openai,gpt-5.2-2025-12-11,evidence_required,3,METASTATIC,"""men with at least one bone metastasis from castration-resistant prostate cancer that had progressed after docetaxel treatment""",2d8dcda2f7c12b6ee1dd9f79923ed5e82e4c5885,True,METASTATIC,gemini,gemini-3-flash-preview,VERDICT: SUPPORTED,SUPPORTED,True,True
0,openai,gpt-5.2-2025-12-11,evidence_required,1,LOCALIZED,"""patients with resectable NSCLC (stage II to IIIB [N2 node stage] according to the eighth edition of the AJCC Cancer Staging Manual)""",4ff1015be14e55a6dc027019ecdd60952f227167,True,LOCALIZED,openai,gpt-5.2-2025-12-11,VERDICT: SUPPORTED,SUPPORTED,True,True
1,openai,gpt-5.2-2025-12-11,evidence_required,1,BOTH,"""we enrolled patients who had locally advanced and unresectable or metastatic urothelial carcinoma""",7eb95ff89d5d04f295084806378003c157ff248d,True,BOTH,openai,gpt-5.2-2025-12-11,VERDICT: SUPPORTED,SUPPORTED,True,True
